name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,month,revenue
Planes: Fire & Rescue,PG,Animation,2014,6,17000,Roberts Gannaway,Roberts Gannaway,Dane Cook,United States,50000000,146965787,Disneytoon Studios,July,96965787
Top Five,R,Comedy,2014,6.4,26000,Chris Rock,Chris Rock,Chris Rock,United States,12000000,26117471,IAC Films,December,14117471
99 Homes,R,Drama,2014,7.1,32000,Ramin Bahrani,Ramin Bahrani,Andrew Garfield,United States,8000000,1828232,Broad Green Pictures,October,-6171768
Black or White,PG-13,Drama,2014,6.6,12000,Mike Binder,Mike Binder,Kevin Costner,United States,9000000,21833967,BlackWhite,January,12833967
Clouds of Sils Maria,R,Drama,2014,6.7,28000,Olivier Assayas,Olivier Assayas,Juliette Binoche,France,NA,4728401,CG Cinéma,August,NA
Big Stone Gap,PG-13,Comedy,2014,5.7,2800,Adriana Trigiani,Adriana Trigiani,Ashley Judd,United States,NA,1012804,Altar Identity Studios,May,NA
Laggies,R,Comedy,2014,6.4,43000,Lynn Shelton,Andrea Seigel,Keira Knightley,United States,5000000,2379154,Anonymous Content,October,-2620846
Mad Max: Fury Road,R,Action,2015,8.1,912000,George Miller,George Miller,Tom Hardy,Australia,150000000,375658750,Warner Bros.,May,225658750
Avengers: Age of Ultron,PG-13,Action,2015,7.3,777000,Joss Whedon,Joss Whedon,Robert Downey Jr.,United States,250000000,1402809540,Marvel Studios,May,1152809540
Crimson Peak,R,Drama,2015,6.5,136000,Guillermo del Toro,Guillermo del Toro,Mia Wasikowska,Canada,55000000,74679822,Double Dare You (DDY),October,19679822
Furious 7,PG-13,Action,2015,7.1,370000,James Wan,Chris Morgan,Vin Diesel,United States,190000000,1515341399,Universal Pictures,April,1325341399
The Hateful Eight,R,Crime,2015,7.8,539000,Quentin Tarantino,Quentin Tarantino,Samuel L. Jackson,United States,44000000,156480177,Visiona Romantica,December,112480177
Ant-Man,PG-13,Action,2015,7.3,595000,Peyton Reed,Edgar Wright,Paul Rudd,United States,130000000,519311965,Gary Sanchez Productions,July,389311965
Fifty Shades of Grey,R,Drama,2015,4.1,304000,Sam Taylor-Johnson,Kelly Marcel,Dakota Johnson,United States,40000000,569651467,Focus Features,February,529651467
Sicario,R,Action,2015,7.6,386000,Denis Villeneuve,Taylor Sheridan,Emily Blunt,United States,30000000,84872444,Lionsgate,October,54872444
The Witch,R,Drama,2015,6.9,218000,Robert Eggers,Robert Eggers,Anya Taylor-Joy,Canada,4000000,40423945,Parts and Labor,February,36423945
The Big Short,R,Biography,2015,7.8,381000,Adam McKay,Charles Randolph,Christian Bale,United States,28000000,133440870,Paramount Pictures,December,105440870
Jurassic World,PG-13,Action,2015,7,593000,Colin Trevorrow,Rick Jaffa,Chris Pratt,United States,150000000,1670516444,Universal Pictures,June,1520516444
The Revenant,R,Action,2015,8,729000,Alejandro G. Iñárritu,Mark L. Smith,Leonardo DiCaprio,United States,135000000,532950503,New Regency Productions,January,397950503
The Martian,PG-13,Adventure,2015,8,783000,Ridley Scott,Drew Goddard,Matt Damon,United Kingdom,108000000,630162448,Twentieth Century Fox,October,522162448
Room,R,Drama,2015,8.1,386000,Lenny Abrahamson,Emma Donoghue,Brie Larson,Canada,13000000,35401758,Element Pictures,January,22401758
Inside Out,PG,Animation,2015,8.1,641000,Pete Docter,Pete Docter,Amy Poehler,United States,175000000,858848019,Pixar Animation Studios,June,683848019
Spotlight,R,Biography,2015,8.1,435000,Tom McCarthy,Josh Singer,Mark Ruffalo,United States,20000000,98690254,Participant,November,78690254
American Ultra,R,Action,2015,6.1,87000,Nima Nourizadeh,Max Landis,Jesse Eisenberg,United States,28000000,27262374,PalmStar Media,August,-737626
The Man from U.N.C.L.E.,PG-13,Action,2015,7.3,286000,Guy Ritchie,Guy Ritchie,Henry Cavill,United States,75000000,107045109,Warner Bros.,August,32045109
Terminator Genisys,PG-13,Action,2015,6.3,264000,Alan Taylor,Laeta Kalogridis,Arnold Schwarzenegger,United States,155000000,440603537,Paramount Pictures,July,285603537
Cinderella,PG,Drama,2015,6.9,165000,Kenneth Branagh,Chris Weitz,Lily James,United States,95000000,542358331,Allison Shearmur Productions,March,447358331
Star Wars: Episode VII - The Force Awakens,PG-13,Action,2015,7.8,876000,J.J. Abrams,Lawrence Kasdan,Daisy Ridley,United States,245000000,2069521700,Lucasfilm,December,1824521700
The Lobster,R,Comedy,2015,7.2,230000,Yorgos Lanthimos,Yorgos Lanthimos,Colin Farrell,Ireland,NA,15509546,Film4,October,NA
Spectre,PG-13,Action,2015,6.8,393000,Sam Mendes,John Logan,Daniel Craig,United Kingdom,245000000,880681519,B24,November,635681519
High-Rise,R,Drama,2015,5.6,40000,Ben Wheatley,Amy Jump,Tom Hiddleston,United Kingdom,NA,4289074,HanWay Films,April,NA
Legend,R,Biography,2015,6.9,164000,Brian Helgeland,Brian Helgeland,Tom Hardy,United Kingdom,30000000,42972994,Cross Creek Pictures,November,12972994
Chappie,R,Action,2015,6.8,235000,Neill Blomkamp,Neill Blomkamp,Sharlto Copley,South Africa,49000000,102811889,Columbia Pictures,March,53811889
Knock Knock,R,Drama,2015,4.9,87000,Eli Roth,Eli Roth,Keanu Reeves,United States,2500000,5567103,Black Bear Pictures,October,3067103
In the Heart of the Sea,PG-13,Action,2015,6.9,128000,Ron Howard,Charles Leavitt,Chris Hemsworth,United States,100000000,93920758,Warner Bros.,December,-6079242
The Bronze,R,Comedy,2015,6.1,11000,Bryan Buckley,Melissa Rauch,Melissa Rauch,United States,3500000,615816,Duplass Brothers Productions,March,-2884184
The Intern,PG-13,Comedy,2015,7.1,231000,Nancy Meyers,Nancy Meyers,Robert De Niro,United States,35000000,194564672,Waverly Films,September,159564672
The Hunger Games: Mockingjay - Part 2,PG-13,Action,2015,6.6,297000,Francis Lawrence,Peter Craig,Jennifer Lawrence,United States,160000000,658344137,Lionsgate,November,498344137
Everest,PG-13,Action,2015,7.1,205000,Baltasar Kormákur,William Nicholson,Jason Clarke,United Kingdom,55000000,203427584,Working Title Films,September,148427584
Blackhat,R,Action,2015,5.4,56000,Michael Mann,Morgan Davis Foehl,Chris Hemsworth,United States,70000000,19652057,Forward Pass,January,-50347943
Spy,R,Action,2015,7,234000,Paul Feig,Paul Feig,Melissa McCarthy,United States,65000000,235666219,Twentieth Century Fox,June,170666219
Fantastic Four,PG-13,Action,2015,4.2,156000,Josh Trank,Jeremy Slater,Miles Teller,United States,120000000,167882881,Twentieth Century Fox,August,47882881
Mission: Impossible - Rogue Nation,PG-13,Action,2015,7.4,350000,Christopher McQuarrie,Bruce Geller,Tom Cruise,United States,150000000,682716636,Paramount Pictures,July,532716636
The Visit,PG-13,Horror,2015,6.2,119000,M. Night Shyamalan,M. Night Shyamalan,Olivia DeJonge,United States,5000000,98450062,Blinding Edge Pictures,September,93450062
Vacation,R,Adventure,2015,6.1,103000,John Francis Daley,Jonathan Goldstein,Ed Helms,United States,31000000,107228221,BenderSpink,July,76228221
Creed,PG-13,Drama,2015,7.6,254000,Ryan Coogler,Ryan Coogler,Michael B. Jordan,United States,35000000,173567581,Metro-Goldwyn-Mayer (MGM),November,138567581
The Age of Adaline,PG-13,Drama,2015,7.2,160000,Lee Toland Krieger,J. Mills Goodloe,Blake Lively,United States,25000000,65663276,Lakeshore Entertainment,April,40663276
Black Mass,R,Biography,2015,6.9,171000,Scott Cooper,Mark Mallouk,Johnny Depp,United States,53000000,99775678,Cross Creek Pictures,September,46775678
Focus,R,Comedy,2015,6.6,226000,Glenn Ficarra,Glenn Ficarra,Will Smith,United States,50100000,158762963,Kramer & Sigman Films,February,108662963
Home,PG,Animation,2015,6.6,95000,Tim Johnson,Tom J. Astle,Jim Parsons,United States,135000000,386041607,DreamWorks Animation,March,251041607
Jupiter Ascending,PG-13,Action,2015,5.3,182000,Lana Wachowski,Lilly Wachowski,Channing Tatum,United States,176000000,183887723,Warner Bros.,February,7887723
I Saw the Light,R,Biography,2015,5.8,6700,Marc Abraham,Marc Abraham,Tom Hiddleston,United States,13000000,1767963,BRON Studios,April,-11232037
Minions,PG,Animation,2015,6.4,218000,Kyle Balda,Brian Lynch,Sandra Bullock,United States,74000000,1159444662,Illumination Entertainment,July,1085444662
Pitch Perfect 2,PG-13,Comedy,2015,6.4,146000,Elizabeth Banks,Kay Cannon,Anna Kendrick,United States,29000000,287144079,Brownstone Productions (II),May,258144079
San Andreas,PG-13,Action,2015,6.1,219000,Brad Peyton,Carlton Cuse,Dwayne Johnson,United States,110000000,473990832,New Line Cinema,May,363990832
Trainwreck,R,Comedy,2015,6.2,132000,Judd Apatow,Amy Schumer,Amy Schumer,United States,35000000,140795793,Universal Pictures,July,105795793
Tomorrowland,PG,Action,2015,6.4,175000,Brad Bird,Damon Lindelof,George Clooney,United States,190000000,209035668,Walt Disney Pictures,May,19035668
Bridge of Spies,PG-13,Drama,2015,7.6,295000,Steven Spielberg,Matt Charman,Tom Hanks,United States,40000000,165478348,Dreamworks Pictures,October,125478348
The Danish Girl,R,Biography,2015,7.1,170000,Tom Hooper,Lucinda Coxon,Eddie Redmayne,United Kingdom,15000000,64191523,Working Title Films,January,49191523
The Divergent Series: Insurgent,PG-13,Action,2015,6.2,223000,Robert Schwentke,Brian Duffield,Shailene Woodley,United States,110000000,297002527,Summit Entertainment,March,187002527
Straight Outta Compton,R,Biography,2015,7.8,185000,F. Gary Gray,Jonathan Herman,O'Shea Jackson Jr.,United States,28000000,201634991,Universal Pictures,August,173634991
Carol,R,Drama,2015,7.2,120000,Todd Haynes,Phyllis Nagy,Cate Blanchett,United Kingdom,11800000,40272135,The Weinstein Company,January,28472135
No Escape,R,Action,2015,6.8,81000,John Erick Dowdle,John Erick Dowdle,Lake Bell,United States,16200000,54418872,Bold Films,August,38218872
The Boy Next Door,R,Thriller,2015,4.7,40000,Rob Cohen,Barbara Curry,Jennifer Lopez,United States,4000000,52425855,Universal Pictures,January,48425855
Southpaw,R,Action,2015,7.4,223000,Antoine Fuqua,Kurt Sutter,Jake Gyllenhaal,Hong Kong,30000000,91970827,Escape Artists,July,61970827
The Dressmaker,R,Comedy,2015,7.1,56000,Jocelyn Moorhouse,Rosalie Ham,Kate Winslet,Australia,NA,25003426,Screen Australia,October,NA
Maze Runner: The Scorch Trials,PG-13,Action,2015,6.3,230000,Wes Ball,T.S. Nowlin,Dylan O'Brien,United States,61000000,312296056,Gotham Group,September,251296056
Lost and Love,NA,Drama,2015,6.4,620,Sanyuan Peng,Sanyuan Peng,Andy Lau,China,NA,34930177,Chongqing Film Group,March,NA
The Last Witch Hunter,PG-13,Action,2015,6,98000,Breck Eisner,Cory Goodman,Vin Diesel,United States,90000000,146936910,Summit Entertainment,October,56936910
Green Room,R,Horror,2015,7,112000,Jeremy Saulnier,Jeremy Saulnier,Anton Yelchin,United States,5000000,3769214,Broad Green Pictures,May,-1230786
Burnt,R,Comedy,2015,6.6,110000,John Wells,Steven Knight,Bradley Cooper,United States,20000000,36606743,3 Arts Entertainment,October,16606743
The Good Dinosaur,PG,Animation,2015,6.7,106000,Peter Sohn,Bob Peterson,Jeffrey Wright,United States,200000000,332207671,Pixar Animation Studios,November,132207671
Far from the Madding Crowd,PG-13,Drama,2015,7.1,47000,Thomas Vinterberg,Thomas Hardy,Carey Mulligan,United Kingdom,NA,30229977,Fox Searchlight Pictures,May,NA
The Invitation,Not Rated,Drama,2015,6.6,100000,Karyn Kusama,Phil Hay,Logan Marshall-Green,United States,NA,354835,Gamechanger Films,April,NA
The Gift,R,Drama,2015,7,145000,Joel Edgerton,Joel Edgerton,Jason Bateman,United States,5000000,58980521,Blumhouse Productions,August,53980521
Point Break,PG-13,Action,2015,5.3,60000,Ericson Core,Kurt Wimmer,Edgar Ramírez,China,105000000,133718711,Alcon Entertainment,December,28718711
Get Hard,R,Comedy,2015,6,127000,Etan Cohen,Jay Martel,Will Ferrell,United States,40000000,111711453,Gary Sanchez Productions,March,71711453
Hitman: Agent 47,R,Action,2015,5.7,87000,Aleksander Bach,Skip Woods,Rupert Friend,United States,35000000,82347656,Twentieth Century Fox,August,47347656
Entourage,R,Comedy,2015,6.6,77000,Doug Ellin,Doug Ellin,Adrian Grenier,United States,30000000,49263404,Warner Bros.,June,19263404
Steve Jobs,R,Biography,2015,7.2,160000,Danny Boyle,Aaron Sorkin,Michael Fassbender,United Kingdom,30000000,34441873,Universal Pictures,October,4441873
Scouts Guide to the Zombie Apocalypse,R,Action,2015,6.3,47000,Christopher Landon,Carrie Lee Wilson,Tye Sheridan,United States,15000000,16137046,Paramount Pictures,October,1137046
Hardcore Henry,R,Action,2015,6.7,90000,Ilya Naishuller,Ilya Naishuller,Sharlto Copley,Russia,2000000,16810562,Bazelevs Production,April,14810562
Joy,PG-13,Biography,2015,6.6,131000,David O. Russell,David O. Russell,Jennifer Lawrence,United States,60000000,101134059,Fox 2000 Pictures,December,41134059
Masterminds,PG-13,Biography,2015,5.8,52000,Jared Hess,Chris Bowman,Zach Galifianakis,United States,25000000,29674699,Broadway Video,September,4674699
Brooklyn,PG-13,Drama,2015,7.5,135000,John Crowley,Nick Hornby,Saoirse Ronan,United Kingdom,11000000,62402155,Wildgaze Films,November,51402155
Youth,R,Comedy,2015,7.3,74000,Paolo Sorrentino,Paolo Sorrentino,Michael Caine,Italy,NA,23459358,Indigo Film,December,NA
Self/less,PG-13,Action,2015,6.5,93000,Tarsem Singh,Àlex Pastor,Ryan Reynolds,United States,26000000,31807156,Focus Features,July,5807156
Ted 2,R,Comedy,2015,6.3,191000,Seth MacFarlane,Seth MacFarlane,Mark Wahlberg,United States,68000000,215863606,Universal Pictures,June,147863606
Pan,PG,Adventure,2015,5.7,62000,Joe Wright,Jason Fuchs,Levi Miller,United States,150000000,128388320,Warner Bros.,October,-21611680
Pixels,PG-13,Action,2015,5.5,135000,Chris Columbus,Tim Herlihy,Adam Sandler,United States,88000000,244874809,Columbia Pictures,July,156874809
Demolition,R,Comedy,2015,7,93000,Jean-Marc Vallée,Bryan Sipe,Jake Gyllenhaal,United States,10000000,4366460,Black Label Media,April,-5633540
Macbeth,R,Drama,2015,6.6,54000,Justin Kurzel,Todd Louiso,Michael Fassbender,United Kingdom,15000000,16322067,See-Saw Films,December,1322067
Daddy's Home,PG-13,Comedy,2015,6.2,112000,Sean Anders,Brian Burns,Will Ferrell,United States,50000000,242786137,Paramount Pictures,December,192786137
Run All Night,R,Action,2015,6.6,105000,Jaume Collet-Serra,Brad Ingelsby,Liam Neeson,United States,50000000,71561644,Warner Bros.,March,21561644
Mr. Right,R,Action,2015,6.4,52000,Paco Cabezas,Max Landis,Anna Kendrick,United States,8000000,607595,Amasia Entertainment,April,-7392405
Magic Mike XXL,R,Comedy,2015,5.6,53000,Gregory Jacobs,Reid Carolin,Channing Tatum,United States,14800000,117813057,Warner Bros.,July,103013057
The DUFF,PG-13,Comedy,2015,6.5,87000,Ari Sandel,Josh A. Cagan,Mae Whitman,United States,8500000,43709744,CBS Films,February,35209744
Trumbo,R,Biography,2015,7.5,78000,Jay Roach,John McNamara,Bryan Cranston,United States,15000000,11430025,Bleecker Street Films,November,-3569975
Hotel Transylvania 2,PG,Animation,2015,6.7,113000,Genndy Tartakovsky,Robert Smigel,Adam Sandler,United States,80000000,474800000,Columbia Pictures,September,394800000
Knight of Cups,R,Drama,2015,5.7,26000,Terrence Malick,Terrence Malick,Christian Bale,United States,NA,1026288,Dogwood Films,March,NA
The Stanford Prison Experiment,R,Biography,2015,6.9,40000,Kyle Patrick Alvarez,Tim Talbott,Ezra Miller,United States,NA,663114,Coup d'Etat Films,July,NA
The Longest Ride,PG-13,Drama,2015,7.1,79000,George Tillman Jr.,Nicholas Sparks,Scott Eastwood,United States,34000000,62944815,Fox 2000 Pictures,April,28944815
Victor Frankenstein,PG-13,Drama,2015,6,54000,Paul McGuigan,Max Landis,Daniel Radcliffe,United Kingdom,65000000,34227298,Davis Entertainment,November,-30772702
Insidious: Chapter 3,PG-13,Horror,2015,6.1,97000,Leigh Whannell,Leigh Whannell,Dermot Mulroney,Canada,10000000,112983889,Gramercy Pictures (I),June,102983889
Goosebumps,PG,Adventure,2015,6.3,83000,Rob Letterman,Darren Lemke,Jack Black,United States,58000000,158261424,Sony Pictures Animation,October,100261424
Aloha,PG-13,Comedy,2015,5.4,64000,Cameron Crowe,Cameron Crowe,Bradley Cooper,United States,37000000,26250020,Columbia Pictures,May,-10749980
Baahubali: The Beginning,Not Rated,Action,2015,8,107000,S.S. Rajamouli,Vijayendra Prasad,Prabhas,India,18026148,24548038,Arka Mediaworks,July,6521890
A Bigger Splash,R,Drama,2015,6.4,28000,Luca Guadagnino,David Kajganich,Tilda Swinton,Italy,NA,7545758,Frenesy Film Company,May,NA
The Wedding Ringer,R,Comedy,2015,6.6,72000,Jeremy Garelick,Jeremy Garelick,Kevin Hart,United States,23000000,79799880,LStar Capital,January,56799880
Sisters,R,Comedy,2015,6,64000,Jason Moore,Paula Pell,Amy Poehler,United States,30000000,105011053,Little Stranger,December,75011053
Secret in Their Eyes,PG-13,Crime,2015,6.3,46000,Billy Ray,Billy Ray,Chiwetel Ejiofor,United States,19500000,34854990,IM Global,November,15354990
Irrational Man,R,Comedy,2015,6.6,60000,Woody Allen,Woody Allen,Joaquin Phoenix,United States,11000000,27391084,Gravier Productions,August,16391084
Wild Card,R,Action,2015,5.6,53000,Simon West,William Goldman,Jason Statham,United States,30000000,6738764,Lionsgate,January,-23261236
Paper Towns,PG-13,Adventure,2015,6.2,98000,Jake Schreier,Scott Neustadter,Nat Wolff,United States,12000000,85512300,Fox 2000 Pictures,July,73512300
The Lady in the Van,PG-13,Biography,2015,6.7,27000,Nicholas Hytner,Alan Bennett,Maggie Smith,United Kingdom,6000000,41387687,BBC Films,February,35387687
The SpongeBob Movie: Sponge Out of Water,PG,Animation,2015,6,51000,Paul Tibbitt,Jonathan Aibel,Tom Kenny,United States,74000000,325186032,Paramount Animation,February,251186032
Child 44,R,Crime,2015,6.5,68000,Daniel Espinosa,Richard Price,Tom Hardy,Czech Republic,50000000,12951093,Summit Entertainment,April,-37048907
The Wave,R,Action,2015,6.7,35000,Roar Uthaug,John Kåre Raake,Kristoffer Joner,Norway,NA,12975143,Fantefilm,August,NA
A Man Called Ove,PG-13,Comedy,2015,7.7,50000,Hannes Holm,Hannes Holm,Rolf Lassgård,Sweden,NA,30692889,Tre Vänner Produktion AB,September,NA
Beasts of No Nation,TV-MA,Drama,2015,7.7,76000,Cary Joji Fukunaga,Cary Joji Fukunaga,Abraham Attah,United States,6000000,90777,Red Crown Productions,October,-5909223
Me and Earl and the Dying Girl,PG-13,Comedy,2015,7.7,126000,Alfonso Gomez-Rejon,Jesse Andrews,Thomas Mann,United States,8000000,9074749,Fox Searchlight Pictures,July,1074749
Sleeping with Other People,R,Comedy,2015,6.5,42000,Leslye Headland,Leslye Headland,Jason Sudeikis,United States,NA,3224947,Gloria Sanchez Productions,August,NA
Concussion,PG-13,Biography,2015,7.1,89000,Peter Landesman,Peter Landesman,Will Smith,United Kingdom,35000000,48623572,LStar Capital,December,13623572
The Diary of a Teenage Girl,R,Comedy,2015,6.9,30000,Marielle Heller,Phoebe Gloeckner,Bel Powley,United States,2000000,1775133,Caviar,August,-224867
Mustang,PG-13,Drama,2015,7.6,37000,Deniz Gamze Ergüven,Deniz Gamze Ergüven,Günes Sensoy,Turkey,NA,5274664,CG Cinéma,June,NA
